5.1875	0
5.5625	0
5.9375	0
6.3125	0
6.6875	0
7.0625	0
7.4375	0
7.8125	9561.28
8.1875	0
8.5625	0
8.9375	0
9.3125	0
9.6875	0
10.0625	0
10.4375	0
10.8125	0
11.1875	8409.96
11.5625	0
11.9375	0
12.3125	0
12.6875	0
13.0625	0
13.4375	0
13.8125	9150.8
14.1875	0
14.5625	0
14.9375	0
15.3125	0
15.6875	9150.02
16.0625	0
16.4375	0
16.8125	0
17.1875	0
17.5625	44852.4
17.9375	0
18.3125	0
18.6875	0
19.0625	0
19.4375	45732.1
19.8125	0
20.1875	0
20.5625	0
20.9375	0
21.3125	0
21.6875	0
22.0625	0
22.4375	15591.6
22.8125	0
23.1875	0
23.5625	72551.1
23.9375	0
24.3125	0
24.6875	0
25.0625	62016.7
25.4375	0
25.8125	0
26.1875	43362.3
26.5625	0
26.9375	0
27.3125	30485.7
27.6875	0
28.0625	0
28.4375	0
28.8125	31256.8
29.1875	0
29.5625	44589.5
29.9375	0
30.3125	0
30.6875	0
31.0625	0
31.4375	0
31.8125	6773.51
32.1875	0
32.5625	0
32.9375	31291.1
33.3125	0
33.6875	28909
34.0625	0
34.4375	0
34.8125	12903.9
35.1875	0
35.5625	19401.7
35.9375	0
36.3125	0
36.6875	22324.8
37.0625	0
37.4375	7866.48
37.8125	0
38.1875	0
38.5625	0
38.9375	0
39.3125	8818.15
39.6875	0
40.0625	9925.75
40.4375	0
40.8125	19902.1
41.1875	0
41.5625	0
41.9375	10327.7
42.3125	0
42.6875	0
43.0625	0
43.4375	17395.6
43.8125	0
44.1875	13313.3
44.5625	0
44.9375	0
45.3125	0
45.6875	2890.08
46.0625	0
46.4375	8916.65
46.8125	0
47.1875	11463.6
47.5625	0
47.9375	8829.49
48.3125	0
48.6875	4613.67
49.0625	0
49.4375	4225.68
49.8125	0
50.1875	12478
50.5625	0
50.9375	0
51.3125	3434.44
51.6875	0
52.0625	14294.5
52.4375	0
52.8125	6228.92
53.1875	0
53.5625	3776.52
53.9375	4846.1
54.3125	0
54.6875	12726.3
55.0625	0
55.4375	6663.1
55.8125	0
56.1875	0
56.5625	784.359
56.9375	0
57.3125	6004.11
57.6875	0
58.0625	8824.86
58.4375	0
58.8125	4747.93
59.1875	1673.75
59.5625	0
59.9375	8400.37
60.3125	0
60.6875	13098.5
61.0625	0
61.4375	0
61.8125	6921.6
62.1875	4050.01
62.5625	0
62.9375	2727.13
63.3125	0
63.6875	4780.58
64.0625	0
64.4375	0
64.8125	6448.39
65.1875	5401.94
65.5625	0
65.9375	0
66.3125	0
66.6875	777.468
67.0625	6049
67.4375	0
67.8125	6001.2
68.1875	1831.53
68.5625	0
68.9375	2267.24
69.3125	7668.71
69.6875	0
70.0625	3009.82
70.4375	0
70.8125	0
71.1875	1935.33
71.5625	3291.04
71.9375	0
72.3125	7677.56
72.6875	3395.92
73.0625	0
73.4375	1151.01
73.8125	5779.52
74.1875	0
74.5625	3635.26
74.9375	0
75.3125	0
75.6875	1279.17
76.0625	5678.69
76.4375	0
76.8125	2203.3
77.1875	3208.52
77.5625	0
77.9375	1480.94
78.3125	1895.27
78.6875	0
79.0625	5302.72
79.4375	0
79.8125	0
